---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|DATE_TIME        |WEEK   |DAY|DATE_     |TIME    |HOUR|EVENT                             |WAITED_SECONDS|WAITED_MINUTES|WAITED_HOURS|ACTIVE_SESSIONS|WAITS  |AVG_MS    |INST_ID|OBJECT_NAMES                                                                                                                                               |
|2019-05-09  01 ->|2019-19|Thu|2019-05-09|01:00:00|01  |OTHER                             |            13|             0|0           |0              |       |          |      1|                                                                                                                                                           |
|2019-05-09  00 ->|2019-19|Thu|2019-05-09|00:00:00|00  |direct path write temp            |           398|             7|.11         |.11            |103224 |3.86      |      1|                                                                                                                                                           |
|2019-05-09  00 ->|2019-19|Thu|2019-05-09|00:00:00|00  |NETWORK                           |           289|             5|.08         |.08            |723581 |.4        |      1|                                                                                                                                                           |
|2019-05-09  00 ->|2019-19|Thu|2019-05-09|00:00:00|00  |CPU                               |           285|             5|.08         |.08            |       |          |      1|WBCROSSGT~0,1572048,27%;EDIDC,1535584,27%;TBTCO~3,593520,10%;TBTCO,356064,6%                                                                               |
|2019-05-09  00 ->|2019-19|Thu|2019-05-09|00:00:00|00  |OTHER                             |            42|             1|.01         |.01            |       |          |      1|                                                                                                                                                           |
|2019-05-08  23 ->|2019-19|Wed|2019-05-08|23:00:00|23  |db file scattered read            |         1.444|            24|.4          |.4             |235349 |6.14      |      1|/BIC/FZFIGLR08,2,20%;/BIC/FZFIGLR08,2,20%;/BIC/FZFIGLR08,2,20%;/BIC/B0001847000,1,10%;WRH$_ACTIVE_SESSION_HISTORY_PK,1,10%                                 |
|2019-05-08  23 ->|2019-19|Wed|2019-05-08|23:00:00|23  |CPU                               |           995|            17|.28         |.28            |       |          |      1|/BIC/B0000208000,13333024,74%;EDIDC,1606464,9%                                                                                                             |
|2019-05-08  23 ->|2019-19|Wed|2019-05-08|23:00:00|23  |OTHER                             |           168|             3|.05         |.05            |       |          |      1|                                                                                                                                                           |
|2019-05-08  22 ->|2019-19|Wed|2019-05-08|22:00:00|22  |CPU                               |         4.555|            76|1.27        |1.28           |       |          |      1|WRH$_ACTIVE_SESSION_HISTORY,121223408,42%;COLTYPE$,49990992,17%;SEG$,45675216,16%;/BIC/B0000208000,28711648,10%                                            |
|2019-05-08  22 ->|2019-19|Wed|2019-05-08|22:00:00|22  |db file scattered read            |         1.988|            33|.55         |.56            |246939 |8.05      |      1|WRH$_SEG_STAT_OBJ_PK,4026,66%;WRI$_ADV_REC_ACTIONS_PK,2043,34%                                                                                             |
|2019-05-08  22 ->|2019-19|Wed|2019-05-08|22:00:00|22  |OTHER                             |           184|             3|.05         |.05            |       |          |      1|                                                                                                                                                           |
|2019-05-08  21 ->|2019-19|Wed|2019-05-08|21:00:00|21  |CPU                               |           224|             4|.06         |.06            |       |          |      1|EDIDC,1606448,24%;LOB$,1565648,23%;SEG$,937616,14%;/BIC/B0000207002,461392,7%;OBJ$,416512,6%                                                               |
|2019-05-08  21 ->|2019-19|Wed|2019-05-08|21:00:00|21  |enq: CI - contention              |            48|             1|.01         |.01            |478    |100.74    |      1|                                                                                                                                                           |
|2019-05-08  21 ->|2019-19|Wed|2019-05-08|21:00:00|21  |OTHER                             |            40|             1|.01         |.01            |       |          |      1|                                                                                                                                                           |
|2019-05-08  21 ->|2019-19|Wed|2019-05-08|21:00:00|21  |NETWORK                           |            38|             1|.01         |.01            |94318  |.4        |      1|                                                                                                                                                           |
|2019-05-08  20 ->|2019-19|Wed|2019-05-08|20:00:00|20  |direct path read                  |        13.656|           228|3.79        |3.78           |394763 |34.59     |      1|/BIC/FZFIGLR07,2076046,9%;/BIC/FZFIGLR07,1339058,6%;/BIC/FZFIGLR07,1283758,6%;/BIC/FZFIGLR07,1271410,6%;/BIC/FZFIGLR07,1234268,5%                          |
|2019-05-08  20 ->|2019-19|Wed|2019-05-08|20:00:00|20  |OTHER                             |         3.486|            58|.97         |.96            |       |          |      1|                                                                                                                                                           |
|2019-05-08  20 ->|2019-19|Wed|2019-05-08|20:00:00|20  |CPU                               |         3.344|            56|.93         |.92            |       |          |      1|/BIC/B0000207002,2283584,6%;/BIC/FZFIGLR07,2076016,6%;I_FILE#_BLOCK#,1972160,5%                                                                            |
|2019-05-08  20 ->|2019-19|Wed|2019-05-08|20:00:00|20  |log buffer space                  |         2.318|            39|.64         |.64            |4026   |575.73    |      1|                                                                                                                                                           |
|2019-05-08  20 ->|2019-19|Wed|2019-05-08|20:00:00|20  |enq: CR - block range reuse ckpt  |         1.403|            23|.39         |.39            |57372  |24.46     |      1|                                                                                                                                                           |
|2019-05-08  19 ->|2019-19|Wed|2019-05-08|19:00:00|19  |direct path read                  |        20.741|           346|5.76        |5.73           |504329 |41.13     |      1|/BIC/FZFIGLR07,2273416,10%;/BIC/FZFIGLR07,1434705,7%;/BIC/FZFIGLR07,1384125,6%;/BIC/FZFIGLR07,1375120,6%;/BIC/FZFIGLR07,1322430,6%                         |
|2019-05-08  19 ->|2019-19|Wed|2019-05-08|19:00:00|19  |OTHER                             |         4.958|            83|1.38        |1.37           |       |          |      1|                                                                                                                                                           |
